nama_rumah,kamar_mandi,kamar_tidur,luas_m2,harga,harga_m2,alamat,link,harga_kategori,harga_m2_kategori
Cipete,3,3,200,6500000000,18571429,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-oleh-dian-fitria-18473421,5 - 10 M,15 - 25 Juta
"Dijual Rumah Second, Kondisi Terawat, Siap Huni di Cilandak Barat Jakarta Selatan 1",3,3,275,6500000000,20900322,"Terogong, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-second-kondisi-terawat-siap-huni-di-cilandak-barat-jakarta-selatan-1-oleh-zainab-alattas-18895044,5 - 10 M,15 - 25 Juta
Praja Dalam Keb Lama,3,6,170,6500000000,21959459,"Jalan Praja Dalam, Kebayoran Lama, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-praja-dalam-keb-lama-oleh-rina-yulianita-18633208,5 - 10 M,15 - 25 Juta
RUMAH CIPETE,3,4,400,6500000000,23381295,"komplek deplu, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-cipete-oleh-indah-18110159,5 - 10 M,15 - 25 Juta
"PONDOK INDAH, DIJUAL RUMAH LAMA MASIH SIAP HUN",3,3,100,6500000000,28260870,"Pondok Indak, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-dijual-rumah-lama-masih-siap-hun-oleh-raharja-hadi-bastari-18339768,5 - 10 M,25 - 30 Juta
"3 Bedrooms Rumah Pondok Indah, Jakarta Selatan, DKI Jakarta",3,3,175,6500000000,32500000,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-3-bedrooms-rumah-pondok-indah-jakarta-selatan-dki-jakarta-oleh-arie-yudha-18861624,5 - 10 M,30 Juta- Max
Dijual Rumah Lokasi  Sangat Tenang di Pondok Indah Jakarta Selatan,3,3,175,6500000000,32500000,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-lokasi-sangat-tenang-di-pondok-indah-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-18866434,5 - 10 M,30 Juta- Max
JUAL BU! !! RUMAH TOWNHOUSE DI CIPETE NEAR KEMANG PONDOK INDAH CILANDAK,3,4,250,6500000000,32828283,"Jl. Keramat Batu - Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-bu-rumah-townhouse-di-cipete-near-kemang-pondok-indah-cilandak-oleh-verly-18620898,5 - 10 M,30 Juta- Max
For sale rumah di cipete,3,4,250,6500000000,32828283,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-for-sale-rumah-di-cipete-oleh-andi-alfreza-18777423,5 - 10 M,30 Juta- Max
Rumah pondok indah murah,3,3,200,6500000000,40625000,"Pondok indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-pondok-indah-murah-oleh-vina-18639574,5 - 10 M,30 Juta- Max
Bagus - Rumah Siap Huni dalam Cluster di Cipete Semi Furnished,3,5,285,6500000000,47445255,"Jl.Arco Raya, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-bagus-rumah-siap-huni-dalam-cluster-di-cipete-semi-furnished-oleh-imelda-djuarta-18420444,5 - 10 M,30 Juta- Max
RUMAH MEWAH ELEGAN DAN MODERN,3,3,280,6500000000,65000000,"Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-elegan-dan-modern-oleh-achmad-fauzan-18049712,5 - 10 M,30 Juta- Max
Dijual Rumah second di belakang Citos,4,4,300,6500000000,21666667,"Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-second-di-belakang-citos-oleh-bella-18939041,5 - 10 M,15 - 25 Juta
JUAL CEPAT! ! RUMAH at KAV POLRLI KEMANG DKT CILANDAK CIPETE  PONDOK INDAH FATMAWATI,4,4,300,6500000000,22033898,"KAV POLRLI, Ampera, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-at-kav-polrli-kemang-dkt-cilandak-cipete-pondok-indah-fatmawati-oleh-verly-18921827,5 - 10 M,15 - 25 Juta
Rumah Dalam Townhouse 5 Kamar Tidur Lokasi Prime Area Cipete Jakarta Selatan,4,5,285,6500000000,47445255,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dalam-townhouse-5-kamar-tidur-lokasi-prime-area-cipete-jakarta-selatan-oleh-iskandar-18437017,5 - 10 M,30 Juta- Max
Cipete,4,4,285,6500000000,47794118,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-oleh-ferdy-18760342,5 - 10 M,30 Juta- Max
Ampera,4,5,246,6500000000,47794118,"Ampera dalam, Ampera, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-ampera-oleh-ridwan-18930333,5 - 10 M,30 Juta- Max
Cipete Kemang,4,5,300,6500000000,48872180,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-kemang-oleh-rito-armand-s-18927265,5 - 10 M,30 Juta- Max
Rumah Siap Huni di Jatipadang,5,7,500,6500000000,22887324,"Jatipadang, Jati Padang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-di-jatipadang-oleh-aii-dyana-18261338,5 - 10 M,15 - 25 Juta
"Rumah Dijual, Rumah bagus Jl. Pertanian Perumahan Quebec. Rp. 6, 500, 000, 000",5,5,278,6500000000,24621212,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-rumah-bagus-jl-pertanian-perumahan-quebec-rp-6-500-000-000-oleh-lina-soetandar-17873408,5 - 10 M,15 - 25 Juta
"Cipete, Rumah Dekat Stasiun MRT",5,5,300,6500000000,24904215,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-rumah-dekat-stasiun-mrt-oleh-dian-fitria-15625832,5 - 10 M,15 - 25 Juta
Kebayoran Lama Kebayoran Residence,6,7,750,6500000000,16009852,"Jl Ciputat Raya, Kebayoran Lama, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kebayoran-lama-kebayoran-residence-oleh-luzi-nadya-se-18301326,5 - 10 M,15 - 25 Juta
Rumah Di Cipete JakSel,5,6,450,6499999744,24904214,"Cipete jakarta selatan, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-di-cipete-jaksel-oleh-dannys-16787073,5 - 10 M,15 - 25 Juta
Kemang Timur rumah brand new dalam cluster lokasi tenang dan strategis.,3,3,190,6450000000,37941176,"Kemang Timur, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-timur-rumah-brand-new-dalam-cluster-lokasi-tenang-dan-strategis-oleh-cecep-baskara-16759245,5 - 10 M,30 Juta- Max
ampera,3,4,352,6400000000,33507853,"ampera raya, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-ampera-oleh-agus-faisal-18867453,5 - 10 M,30 Juta- Max
Rumah Dijual Pondok Indah Jakarta Selatan Termurah Lokasi Strategis,2,2,100,6350000000,27608696,"Pondok Indah Jakarta Selatan, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-pondok-indah-jakarta-selatan-termurah-lokasi-strategis-oleh-edwin-bright-18689250,5 - 10 M,25 - 30 Juta
Perumahan Rancho Indah,3,4,250,6350000000,20684039,"Jl RA. Kartini - Tanjung Barat, Jakarta Selatan, Tanjung Barat, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-perumahan-rancho-indah-oleh-euis-setiasih-18497275,5 - 10 M,15 - 25 Juta
"Dijual Rumah Hunian Idaman hanya ""selangkah"" ke Mall Pondok Indah dekat Tol Siap Huni Harga terjangk",3,3,250,6300000000,42857143,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-hunian-idaman-hanya-selangkah-ke-mall-pondok-indah-dekat-tol-siap-huni-harga-terjangk-oleh-dedie-18912141,5 - 10 M,30 Juta- Max
Rumah di Lebak bulus,4,4,500,6300000000,11775701,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-di-lebak-bulus-oleh-andre-somantri-8496152,5 - 10 M,10 - 15 Juta
TERMURAH RUMAH LEBAK BULUS DEKAT MRT,4,5,400,6300000000,23333333,"Komplek Adhiyaksa, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-termurah-rumah-lebak-bulus-dekat-mrt-oleh-marina-evalisa-18658282,5 - 10 M,15 - 25 Juta
Dijual Rumah siap huni Pondok Indah lokasi strategis,4,4,250,6300000000,42857143,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-siap-huni-pondok-indah-lokasi-strategis-oleh-dini-wiryandoko-18915288,5 - 10 M,30 Juta- Max
Rumah Nyaman Pondok Indah Jakarta Selatan,4,4,250,6300000000,42857143,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-nyaman-pondok-indah-jakarta-selatan-oleh-rubyeta-18893051,5 - 10 M,30 Juta- Max
For Sale Rumah di Pinang Residence,4,5,273,6287827500,47998683,"Pesanggrahan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-for-sale-rumah-di-pinang-residence-oleh-venny-sariyanti-18774031,5 - 10 M,30 Juta- Max
KOMPLEK GUDANG PELURU BEBAS BANJIR - Akses Lebar Bangunan Baru,5,4,408,6200000000,28703704,"Komplek Gudang Peluru, Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-komplek-gudang-peluru-bebas-banjir-akses-lebar-bangunan-baru-oleh-abdurrahman-siddiq-18761737,5 - 10 M,25 - 30 Juta
DiJual Rumah Hook di Green permata Ulujami Jakarta Selatan lokasi,0,0,166,6200000000,18674699,"Jl. Swadarma Raya, Ulujami, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-hook-di-green-permata-ulujami-jakarta-selatan-lokasi-oleh-vidayanti-18643449,5 - 10 M,15 - 25 Juta
DIJUAL MURAH RUMAH MEWAH CIPETE,5,6,450,6100000000,23371648,"jl puri kencana, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-murah-rumah-mewah-cipete-oleh-arie-pebriyan-18936487,5 - 10 M,15 - 25 Juta
"Rumah 2 lantai, saraswati, cipete utara, luas 280 meter, konsep open space, dapur & meja makan mewah",2,3,170,6000000000,21428571,"saraswati, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-saraswati-cipete-utara-luas-280-meter-konsep-open-space-dapur-meja-makan-mewah-oleh-agung-sugiono-18194597,5 - 10 M,15 - 25 Juta
"4 Bedrooms Rumah Pondok Indah, Jakarta Selatan, DKI Jakarta",2,4,170,6000000000,30456853,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-4-bedrooms-rumah-pondok-indah-jakarta-selatan-dki-jakarta-oleh-saras-18168996,5 - 10 M,30 Juta- Max
Rumah Lama Bintaro,3,3,300,6000000000,9244992,"Bintaro, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-lama-bintaro-oleh-indah-18656241,5 - 10 M,0 - 10 Juta
Rumah Tua Hitung Tanah Dalam Komplek,3,4,400,6000000000,21582734,"cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-tua-hitung-tanah-dalam-komplek-oleh-remmi-michael-17801503,5 - 10 M,15 - 25 Juta
Rumah baru dalam cluster lokasi tenang 15 menit ke pusat belanja dekat ke jalan tol dan dekat ke kem,3,3,190,6000000000,40000000,"Kemang Timur, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-dalam-cluster-lokasi-tenang-15-menit-ke-pusat-belanja-dekat-ke-jalan-tol-dan-dekat-ke-kem-oleh-cecep-baskara-16759165,5 - 10 M,30 Juta- Max
Taman Cilandak,4,4,185,6000000000,12500000,"Jl TB. Simatupang, Cilandak, Jakarta, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-taman-cilandak-oleh-monika-azzahra-18911982,5 - 10 M,10 - 15 Juta
Dijual Cepat (BU) Rumah Mewah di Jl. Kebagusan Raya Cuma 6M (nego sampe deal),4,6,225,6000000000,19607843,"Jl. Kebagusan Raya, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-cepat-bu-rumah-mewah-di-jl-kebagusan-raya-cuma-6m-nego-sampe-deal-oleh-media-muharram-18657701,5 - 10 M,15 - 25 Juta
Jual Rumah dekat Gandaria City,4,5,360,6000000000,28037383,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-dekat-gandaria-city-oleh-ria-yuliantini-18696177,5 - 10 M,25 - 30 Juta
Margasatwa,5,5,250,6000000000,37267081,"Margasatwa ragunan, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-margasatwa-oleh-ridwan-18904024,5 - 10 M,30 Juta- Max
Rumah Dijual Cendrawasih Murai Bintaro Jaya Sektor 1 Murah Lokasi Bagus,6,5,248,6000000000,14492754,"Cendrawasih Murai Bintaro Jaya Sektor 1, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-cendrawasih-murai-bintaro-jaya-sektor-1-murah-lokasi-bagus-oleh-edwin-bright-18689476,5 - 10 M,10 - 15 Juta
Brand New Desain Modern Tropis Sangat Cantik Di Gandaria,3,4,337,5950000000,28883495,"Gandaria, Gandaria, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-brand-new-desain-modern-tropis-sangat-cantik-di-gandaria-oleh-archangela-imelda-18919642,5 - 10 M,25 - 30 Juta
Urban Living Gandaria townhouse exclusive hanya 9 unit lengkap dengan private pool harga terbaik,4,4,340,5950000000,33806818,"Jl Pahlawan Gandaria Kebayoran Lama, Gandaria, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-urban-living-gandaria-townhouse-exclusive-hanya-9-unit-lengkap-dengan-private-pool-harga-terbaik-oleh-eddy-setyady-18810564,5 - 10 M,30 Juta- Max
Dijual Cepat Townhouse Modern Eksklusif Hanya 9 Unit Rumah Mewah Private Pool 5 Menit Menuju Mall Ga,5,5,142,5950000000,31151832,"Gandaria, Gandaria, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-cepat-townhouse-modern-eksklusif-hanya-9-unit-rumah-mewah-private-pool-5-menit-menuju-mall-ga-oleh-fathia-thalib-s-i-kom-18536748,5 - 10 M,30 Juta- Max
"Rumah dijual di villa delima, bisa bangun 2 rumah, jakarta selatan",0,5,182,5950000000,17500000,"villa delima blok j 23, Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-villa-delima-bisa-bangun-2-rumah-jakarta-selatan-oleh-gree-17223070,5 - 10 M,15 - 25 Juta
"Jual Cepat Murah Jarang Ada LT 323 Harga 5, 9M, Dalam Kompleks Asri Nyaman Dekat Ke Pintu Tol",3,4,300,5900000000,18266254,"Tanjung Barat, Pasar Minggu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-cepat-murah-jarang-ada-lt-323-harga-5-9m-dalam-kompleks-asri-nyaman-dekat-ke-pintu-tol-oleh-bernhard-siregar-17738498,5 - 10 M,15 - 25 Juta
"Rumah Siap Huni 3 KT Di Cipete Jakarta Selatan, Harga Menarik!",3,3,300,5900000000,23046875,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-3-kt-di-cipete-jakarta-selatan-harga-menarik-oleh-iskandar-17499382,5 - 10 M,15 - 25 Juta
Cipete Dalam Komplek Elit Bangunan Terawat Best Price,3,4,227,5900000000,28640777,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-dalam-komplek-elit-bangunan-terawat-best-price-oleh-nizar-luthfi-18442212,5 - 10 M,25 - 30 Juta
"4 Bedrooms Rumah Cipete, Jakarta Selatan, DKI Jakarta",3,4,373,5900000000,29797980,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-4-bedrooms-rumah-cipete-jakarta-selatan-dki-jakarta-oleh-yayan-hb-18850368,5 - 10 M,25 - 30 Juta
[FOR SALE] CIPETE Rumah brandnew minimalis di Cipete,3,4,373,5900000000,29797980,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-for-sale-cipete-rumah-brandnew-minimalis-di-cipete-oleh-dini-wiryandoko-18915332,5 - 10 M,25 - 30 Juta
"4 Bedrooms Rumah Ampera, Jakarta Selatan, DKI Jakarta",3,4,381,5900000000,31720430,"Ampera, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-4-bedrooms-rumah-ampera-jakarta-selatan-dki-jakarta-oleh-elly-maria-18845009,5 - 10 M,30 Juta- Max
"Dijual Rumah Mewah Menteng Bintaro, Bintaro Jaya.",4,5,225,5900000000,23137255,"Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-menteng-bintaro-bintaro-jaya-oleh-dina-18906137,5 - 10 M,15 - 25 Juta
JUAL CEPAT BRAND NEW TOWN HOUSE GANDARIA KEBAYORAN LOKASI PREMIUM FASILITAS POOL,4,4,345,5900000000,28640777,"JALAN PAHLAWAN KEBAYORAN LAMA, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-cepat-brand-new-town-house-gandaria-kebayoran-lokasi-premium-fasilitas-pool-oleh-abdullah-rifky-said-ss-17491454,5 - 10 M,25 - 30 Juta
Rumah Brand New di Cipete,4,5,373,5900000000,29648241,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-brand-new-di-cipete-oleh-hesti-18877274,5 - 10 M,25 - 30 Juta
Tjilandak Teras,5,6,147,5900000000,19666667,"Jalan Cilandak Bawah, Jakarta Selatan, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-tjilandak-teras-oleh-hany-17349776,5 - 10 M,15 - 25 Juta
Cilandak,5,6,410,5900000000,23046875,"Margasatwa, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cilandak-oleh-ridwan-18932062,5 - 10 M,15 - 25 Juta
Rumah townhouse murah siap huni bebas banjir di cilandak,5,6,410,5900000000,23046875,"Jl. Margasatwa, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-townhouse-murah-siap-huni-bebas-banjir-di-cilandak-oleh-wahyu-ananto-18916055,5 - 10 M,15 - 25 Juta
"TEBET BARAT RAYA - Tanah Kavling 211 m2 , Cocok Untuk Residensial/Kantor",0,0,210,5900000000,28095238,"Taman Honda Tebet Barat, Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-tebet-barat-raya-tanah-kavling-211-m2-cocok-untuk-residensial-kantor-oleh-abdurrahman-siddiq-18170798,5 - 10 M,25 - 30 Juta
jl. Pengadegan,3,4,200,5850000000,28817734,"jl. Pengadegan, Pancoran, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jl-pengadegan-oleh-ayu-16190561,5 - 10 M,25 - 30 Juta
Rumah,3,4,300,5850000000,35029940,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-oleh-purwadi-heri-purwanto-12978272,5 - 10 M,30 Juta- Max
"Dijual Hitung Tanah, Kemang, Rumah Dengan Halaman Luas, Kemang",3,3,450,5800000000,14009662,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-hitung-tanah-kemang-rumah-dengan-halaman-luas-kemang-oleh-nina-ika-dewandari-14894114,5 - 10 M,10 - 15 Juta
Rumah Murah Dalam Komplek Di Cipete,3,3,200,5800000000,20494700,"cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-murah-dalam-komplek-di-cipete-oleh-remmi-michael-17890501,5 - 10 M,15 - 25 Juta
"5 Bedrooms Rumah Cipete, Jakarta Selatan, DKI Jakarta",3,5,200,5800000000,20494700,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-5-bedrooms-rumah-cipete-jakarta-selatan-dki-jakarta-oleh-inung-16879554,5 - 10 M,15 - 25 Juta
"Turun harga rumah di Blok S, Kebayoran baru, Jakarta Selatan",3,4,212,5800000000,28431373,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-turun-harga-rumah-di-blok-s-kebayoran-baru-jakarta-selatan-oleh-chandra-sidik-16714723,5 - 10 M,25 - 30 Juta
"Dekat Esmod, Sekolah Perancis",3,3,256,5800000000,46031746,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dekat-esmod-sekolah-perancis-oleh-nentis-rusli-16660427,5 - 10 M,30 Juta- Max
Serenia Hills,5,4,200,5800000000,37908497,"Karang Tengah, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-serenia-hills-oleh-warda-shahab-18792565,5 - 10 M,30 Juta- Max
Rumah Terawat siap Huni,2,3,140,5750000000,53738318,"Jl. Kesehatan Bintaro, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-terawat-siap-huni-oleh-rinny-n-chairini-18353316,5 - 10 M,30 Juta- Max
Turun Harga covid dkt kebayoran baru,3,3,250,5700000000,31318681,"Bangka, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-turun-harga-covid-dkt-kebayoran-baru-oleh-agus-sutisna-wijaya-18939388,5 - 10 M,30 Juta- Max
JUAL CEPAT! ! RUMAH DI CIPETE KAWASAN H NAWI DEKAT PONDOK INDAH FATMAWATI,4,4,250,5700000000,18506494,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-di-cipete-kawasan-h-nawi-dekat-pondok-indah-fatmawati-oleh-verly-18698006,5 - 10 M,15 - 25 Juta
Bangka Kemang,4,4,250,5700000000,31318681,"Bangka, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-bangka-kemang-oleh-dicky-millian-18944367,5 - 10 M,30 Juta- Max
Rumah Asri River Park Bintaro sek 8,5,5,205,5700000000,11264822,"Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-asri-river-park-bintaro-sek-8-oleh-rony-17411302,5 - 10 M,10 - 15 Juta
Rumah Pesanggrahan Petukangan,5,6,440,5700000000,21111111,"Petukangan Pesanggrahan Jaksel, Pesanggrahan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-pesanggrahan-petukangan-oleh-kabul-hidayat-18092235,5 - 10 M,15 - 25 Juta
AMPERA TOWNHOUSE - Big and Brand New House With Swimming Pool,3,4,300,5650000000,37417219,"Ampera Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-ampera-townhouse-big-and-brand-new-house-with-swimming-pool-oleh-abdurrahman-siddiq-18877797,5 - 10 M,30 Juta- Max
Townhouse Ampera siap huni taman luas layout nyaman,3,3,148,5600000000,38095238,"Jl. Jeruk Purut, Ampera, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-townhouse-ampera-siap-huni-taman-luas-layout-nyaman-oleh-felix-judodihardjo-18493949,5 - 10 M,30 Juta- Max
"Clasic Modern House At Cilandak Timur, Near Ampera Raya",4,4,245,5600000000,37086093,"Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-clasic-modern-house-at-cilandak-timur-near-ampera-raya-oleh-helmi-riza-18878891,5 - 10 M,30 Juta- Max
"4 Bedrooms Rumah Tebet Timur, Jakarta Selatan, DKI Jakarta",4,4,170,5600000000,43076923,"Tebet Timur, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-4-bedrooms-rumah-tebet-timur-jakarta-selatan-dki-jakarta-oleh-simon-jie-18475973,5 - 10 M,30 Juta- Max
JATI PADANG - TOWN HOUSE SIAP HUNI,5,5,260,5600000000,29166667,"Jati Padang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jati-padang-town-house-siap-huni-oleh-fitri-hatta-18944108,5 - 10 M,25 - 30 Juta
Dijual Rumah Pancoran Timur II,5,9,250,5600000000,30434783,"Jl Pancoran Timur II, Pancoran, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-pancoran-timur-ii-oleh-teddy-hermawan-17523710,5 - 10 M,30 Juta- Max
RUMAH DIJUAL DI TB SIMATUPANG JAKARTA SELATAN BRAND NEW PRECIUM SIMATUPANG,4,4,246,5585000000,53701923,"TB Simatupang, Tb. Simatupang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-tb-simatupang-jakarta-selatan-brand-new-precium-simatupang-oleh-abdullah-rifky-said-ss-18724913,5 - 10 M,30 Juta- Max
"Rumah Siap Huni - Duren Tiga, Warung Buncit, Jakarta Selatan",2,4,180,5500000000,26190476,"Duren Tiga, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-duren-tiga-warung-buncit-jakarta-selatan-oleh-ben-axel-18768727,5 - 10 M,25 - 30 Juta
Duren tiga,2,4,180,5500000000,26190476,"Komplek pertambangan, Duren Tiga, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-duren-tiga-oleh-ganesh-aryanto-18667502,5 - 10 M,25 - 30 Juta
Green Andara Residence,3,4,200,5500000000,22177419,"Jl Andara No.17, Pondok Labu, Pondok Labu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-green-andara-residence-oleh-agus-faisal-18913479,5 - 10 M,15 - 25 Juta
[RECOMMENDED] RUMAH MEWAH DI KAWASAN STRATEGIS CIPETE JAKARTA SELATAN,3,6,250,5500000000,35256410,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-recommended-rumah-mewah-di-kawasan-strategis-cipete-jakarta-selatan-oleh-rieza-ejoy-18613376,5 - 10 M,30 Juta- Max
