nama_rumah,kamar_mandi,kamar_tidur,luas_m2,harga,harga_m2,alamat,link,harga_kategori,harga_m2_kategori
Jl. Pondok Indah,5,5,450,15000000000,50335570,"Jl. Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jl-pondok-indah-oleh-lisa-16275286,10 - 20 M,30 Juta- Max
Rumah Mewah,6,8,700,15000000000,13181019,"Ragunan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-oleh-nelly-a-worotitjan-17880074,10 - 20 M,10 - 15 Juta
Dijual Rumah Hang Lekir VIII,3,3,280,14500000000,56201550,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-hang-lekir-viii-oleh-taufan-putra-18922270,10 - 20 M,30 Juta- Max
Rumah Jl. bango margasatwa Lt. 1425 m/lb. 500 m2,4,4,500,14500000000,10175439,"bango, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-jl-bango-margasatwa-lt-1425-m-lb-500-m2-oleh-soni-indra-17037250,10 - 20 M,10 - 15 Juta
"Dijual rumah dengan harga dibawah NJOP di area bebas banjir - Kemang, Jakarta Selatan",4,6,400,14500000000,17386091,"Kemang, Jakarta Selatan, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-dengan-harga-dibawah-njop-di-area-bebas-banjir-kemang-jakarta-selatan-oleh-chandra-sidik-18834668,10 - 20 M,15 - 25 Juta
Dijual rumah abdul madjid,4,5,1000,14500000000,20714286,"Abdul madjid, Bangka, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-abdul-madjid-oleh-tabah-pranatio-18308747,10 - 20 M,15 - 25 Juta
Kemang Dalam Area Elit Favorit Rumah Mewah & Ala Vila,4,5,450,14500000000,40277778,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-dalam-area-elit-favorit-rumah-mewah-ala-vila-oleh-nizar-luthfi-18456843,10 - 20 M,30 Juta- Max
Kemang,4,5,450,14500000000,40277778,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-oleh-ferdy-18609731,10 - 20 M,30 Juta- Max
"Rumah nyaman, di lokasi strategis di kawasan scbd (harga negotiable)",4,4,400,14500000000,51971326,"Jl. Ciawi, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-nyaman-di-lokasi-strategis-di-kawasan-scbd-harga-negotiable-oleh-rifka-junita-16118817,10 - 20 M,30 Juta- Max
MENTENG DALAM,5,7,325,14500000000,20953757,"RASAMALA RAYA MENTENG DALAM JAKARTA SELATAN, Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-menteng-dalam-oleh-aldo-17785643,10 - 20 M,15 - 25 Juta
Ampera Kenanga Rumah Mewah & Tenang Best Price,5,5,500,14500000000,21044993,"Ampera, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-ampera-kenanga-rumah-mewah-tenang-best-price-oleh-nizar-luthfi-18446896,10 - 20 M,15 - 25 Juta
For Sale Beautiful 5BR House at Kemang,5,5,530,14500000000,21870287,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-for-sale-beautiful-5br-house-at-kemang-oleh-miranda-18347306,10 - 20 M,15 - 25 Juta
Dijual Rumah komplek Bank Mandiri H. Nawi Radio Dalam,5,6,650,14500000000,31868132,"Jl. H.nawi, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-komplek-bank-mandiri-h-nawi-radio-dalam-oleh-murti-17720954,10 - 20 M,30 Juta- Max
Cipete,5,5,450,14500000000,40055249,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-oleh-ferdy-18737283,10 - 20 M,30 Juta- Max
Kemang Harga dibawah njop 2020 Jalan Lebar Bebas Banjir,6,8,500,14500000000,17791411,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-harga-dibawah-njop-2020-jalan-lebar-bebas-banjir-oleh-nizar-luthfi-18526093,10 - 20 M,15 - 25 Juta
Rumah Mewah HARGA DIBAWAH NJOP di Kemang Jakarta Selatan,6,8,350,14500000000,17791411,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-harga-dibawah-njop-di-kemang-jakarta-selatan-oleh-bagus-aria-dewa-danta-18566893,10 - 20 M,15 - 25 Juta
Dijual rumah Komplek Depdikbud Pejaten,6,5,560,14500000000,20743920,"Jalan Pejaten Raya Pasar Minggu Jakarta Selatan, Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-komplek-depdikbud-pejaten-oleh-hany-17993313,10 - 20 M,15 - 25 Juta
Rumah mewah jual cepat full furnish,6,6,600,14500000000,35024155,"buncit, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-jual-cepat-full-furnish-oleh-adfan-sepri-18883047,10 - 20 M,30 Juta- Max
Dekat Gunawarman Rumah Terawat Siap Huni Full Furnished,6,6,400,14500000000,53113553,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dekat-gunawarman-rumah-terawat-siap-huni-full-furnished-oleh-nizar-luthfi-18728866,10 - 20 M,30 Juta- Max
Dijual Rumah Pribadi Mewah di Kawasan TB. Simatupang Jakarta Selatan,5,5,499,14300000000,22204969,"Tb. Simatupang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-pribadi-mewah-di-kawasan-tb-simatupang-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-18925957,10 - 20 M,15 - 25 Juta
Gandaria Utara Jl. Syahrin Kebayoran Baru,6,6,600,14300000000,19376694,"H.Syahrin, Gandaria, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-gandaria-utara-jl-syahrin-kebayoran-baru-oleh-luzi-nadya-se-18914642,10 - 20 M,15 - 25 Juta
Rumah Besar Luas Nuansa Resort Murah di Area JL. Warung Jati Barat Ragunan,4,5,420,14000000000,15642458,"Warung Jati barat, Ragunan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-besar-luas-nuansa-resort-murah-di-area-jl-warung-jati-barat-ragunan-oleh-hendry-patros-16731891,10 - 20 M,15 - 25 Juta
Rumah di Jati Padang Surat-surat lengkap,4,5,420,14000000000,15642458,"Dijual Rumah mewah di Jati Padang bebas banjir, Jati Padang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-di-jati-padang-surat-surat-lengkap-oleh-arsya-permata-h-17532623,10 - 20 M,15 - 25 Juta
Rumah Dijual Murah Mewah Fasilitas Private Pool Di Kemang Jakarta Selatan,4,4,800,14000000000,34398034,"Kemang Barat, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-murah-mewah-fasilitas-private-pool-di-kemang-jakarta-selatan-oleh-fathia-thalib-s-i-kom-18831176,10 - 20 M,30 Juta- Max
Rumah Kawasan Pondok Indah,4,4,370,14000000000,36175711,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-kawasan-pondok-indah-oleh-agungan-alam-bastari-18923402,10 - 20 M,30 Juta- Max
"4 Bedrooms Rumah Pondok Indah, Jakarta Selatan, DKI Jakarta",4,4,400,14000000000,44303797,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-4-bedrooms-rumah-pondok-indah-jakarta-selatan-dki-jakarta-oleh-arie-yudha-18920170,10 - 20 M,30 Juta- Max
Rumah MEWAH + Private pool Jatipadang LT. 900m2 dalam Komplek Besar,5,5,420,14000000000,15642458,"Jatipadang, Jati Padang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-private-pool-jatipadang-lt-900m2-dalam-komplek-besar-oleh-junaedi-abdullah-17243597,10 - 20 M,15 - 25 Juta
Jati Padang,5,5,420,14000000000,15642458,"Jati Padang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jati-padang-oleh-nelfi-tanjung-18722331,10 - 20 M,15 - 25 Juta
Dijual rumah di lebak bulus jakarta selatan,5,5,385,14000000000,22764228,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-lebak-bulus-jakarta-selatan-oleh-rizal-18916866,10 - 20 M,15 - 25 Juta
Pejaten barat 2 jak sel,5,5,360,14000000000,23728814,"Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pejaten-barat-2-jak-sel-oleh-shodik-18124033,10 - 20 M,15 - 25 Juta
Kemang,5,7,800,14000000000,34398034,"Kemang Jakarta Selatan, Bangka, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-oleh-ahmad-sofwan-18774002,10 - 20 M,30 Juta- Max
CIPETE RUMAH TERAWAT SIAP HUNI DESIGN KLASIK AMERIKA HARGA MENARIK,6,6,400,14000000000,35000000,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-rumah-terawat-siap-huni-design-klasik-amerika-harga-menarik-oleh-nizar-luthfi-17867644,10 - 20 M,30 Juta- Max
Rumah Mewah 2. 5 Lantai Dengan Kolam Renang di Jati Padang,7,8,420,14000000000,15642458,"HUBUNGI : FITRI - WA. 0812.8003.0500, Jati Padang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-2-5-lantai-dengan-kolam-renang-di-jati-padang-oleh-fitri-hatta-18269368,10 - 20 M,15 - 25 Juta
Jl. Kesehatan - Bintaro Jakarta Selatan,7,8,400,14000000000,28000000,"Pesanggrahan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jl-kesehatan-bintaro-jakarta-selatan-oleh-windi-17823267,10 - 20 M,25 - 30 Juta
Dijual Rumah Mewah di Cipete Jakarta Selatan,7,6,400,14000000000,35000000,"cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-di-cipete-jakarta-selatan-oleh-lina-17753995,10 - 20 M,30 Juta- Max
For sale rumah mewah cipete siap huni,5,5,410,13900000000,26730769,"Cipete kebayoran baru, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-for-sale-rumah-mewah-cipete-siap-huni-oleh-vina-18643656,10 - 20 M,25 - 30 Juta
Kemang,6,6,640,13900000000,29892473,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-oleh-yohannes-tw-18931427,10 - 20 M,25 - 30 Juta
Dijual Rumah Baru di Kemang Jakarta Selatan,6,6,640,13900000000,29892473,"Jl. Puri Mutiara Indah, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-di-kemang-jakarta-selatan-oleh-yuni-18935672,10 - 20 M,25 - 30 Juta
Kemang,3,5,360,13750000000,30623608,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-oleh-dian-fitria-18371871,10 - 20 M,30 Juta- Max
Dijual Rumah Kemang Village Di Jakarta Selatan - Lt : 432m2,4,3,432,13700000000,27959184,"Kemang Village Di Jakarta Selatan, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-kemang-village-di-jakarta-selatan-lt-432m2-oleh-toyo-nugraha-18931548,10 - 20 M,25 - 30 Juta
Jual Rumah Mewah Siap Huni di The Villas At Kemang Sat Oe Jakarta Selatan,4,3,490,13700000000,31712963,"Mampang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-mewah-siap-huni-di-the-villas-at-kemang-sat-oe-jakarta-selatan-oleh-toyo-18934252,10 - 20 M,30 Juta- Max
DIJUAL CEPAT RUMAH DIDALAM KOMPLEK KEMANG,3,4,450,13500000000,33750000,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-didalam-komplek-kemang-oleh-raharja-hadi-bastari-18201602,10 - 20 M,30 Juta- Max
Dijual Rumah Full Furnished di Pondok Indah,3,4,400,13500000000,40785498,"Jakarta Selatan, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-full-furnished-di-pondok-indah-oleh-nurul-laela-roswati-s-psi-18384029,10 - 20 M,30 Juta- Max
Jual rumah tua hitung tanah di sambas Kebayoran Baru,3,3,200,13500000000,46875000,"sambas, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-tua-hitung-tanah-di-sambas-kebayoran-baru-oleh-agung-sugiono-18759314,10 - 20 M,30 Juta- Max
Rumah Pancoran,4,7,298,13500000000,30821918,"Pancoran, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-pancoran-oleh-inung-17059467,10 - 20 M,30 Juta- Max
Jual Rumah Klasik Siap Huni di The Villas At Kemang Sat Oe Jakarta Selatan,4,3,444,13500000000,31468531,"Mampang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-klasik-siap-huni-di-the-villas-at-kemang-sat-oe-jakarta-selatan-oleh-toyo-18934191,10 - 20 M,30 Juta- Max
Dijual Rumah Kemang Village 1D Di Jakarta Selatan - Lt : 429 m2,4,3,444,13500000000,31468531,"Kemang Village 1D Jakarta Selatan, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-kemang-village-1d-di-jakarta-selatan-lt-429-m2-oleh-toyo-nugraha-18931493,10 - 20 M,30 Juta- Max
RUMAH MEWAH TEBET ADA KOLAM RENANG,4,4,500,13500000000,43548387,"Jln Tebet Barat, Tebet Jakarta Selatan, Tebet Barat, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-tebet-ada-kolam-renang-oleh-fadjar-tandjung-18713219,10 - 20 M,30 Juta- Max
Kebayoran Baru dalam komplek elit dekat blok m plaza bebas banjir,4,7,350,13500000000,47535211,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kebayoran-baru-dalam-komplek-elit-dekat-blok-m-plaza-bebas-banjir-oleh-nizar-luthfi-18598660,10 - 20 M,30 Juta- Max
Kemang,5,5,450,13500000000,56250000,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-oleh-ferdy-18641161,10 - 20 M,30 Juta- Max
Pondok indah,0,5,425,13500000000,40178571,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-oleh-dian-fitria-18744181,10 - 20 M,30 Juta- Max
"Lebak bulus 1480/700 dekat MRT, PONDOK INDAH",7,6,1475,13400000000,9084746,"Jalan Karang Tengah Raya, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-lebak-bulus-1480-700-dekat-mrt-pondok-indah-oleh-mirza-12279758,10 - 20 M,0 - 10 Juta
Rumah area Kemang Jakarta Selatan,4,3,494,13250000000,32797030,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-area-kemang-jakarta-selatan-oleh-agungan-alam-bastari-18923511,10 - 20 M,30 Juta- Max
Dijual Cepat Rumah Siap Huni,4,3,494,13250000000,32797030,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-siap-huni-oleh-widyastuti-setyaningrum-18690107,10 - 20 M,30 Juta- Max
Dijual Rumah Lokasi Strategis di Kemang Jakarta Selatan,4,3,494,13250000000,32797030,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-lokasi-strategis-di-kemang-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-18896176,10 - 20 M,30 Juta- Max
"Jual Cepat Rumah Baru, Lux, Elit, 5 menit ke SCBD, Jual Cepat Kebayoran Baru, Jakarta Selatan",5,5,334,13232000000,60145455,"kebayoran baru, jakarta selatan, jakarta DKI, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-baru-lux-elit-5-menit-ke-scbd-jual-cepat-kebayoran-baru-jakarta-selatan-oleh-gerardus-yudhanto-18894335,10 - 20 M,30 Juta- Max
"House for Sell @ Cipete , Jakarta Selatan",2,3,250,13000000000,18105850,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-house-for-sell-cipete-jakarta-selatan-oleh-karmelita-18726037,10 - 20 M,15 - 25 Juta
Turun harga Jual cepat. ! Rumah mewah di Cipete utara kebayoran baru .,3,4,350,13000000000,12884044,"Lokasi : Cipete utara Kebayoran Baru, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-turun-harga-jual-cepat-rumah-mewah-di-cipete-utara-kebayoran-baru-oleh-ahmad-sauqi-18801583,10 - 20 M,10 - 15 Juta
JUAL RUMAH MINIMALIS TERAWAT LEBAK BULUS II JAKARTA SELATAN,3,4,436,13000000000,18571429,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-minimalis-terawat-lebak-bulus-ii-jakarta-selatan-oleh-rizal-18923592,10 - 20 M,15 - 25 Juta
Pejaten Barat Kemang Rumah Asri Baru Renovasi Siap Huni,3,4,305,13000000000,23853211,"Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pejaten-barat-kemang-rumah-asri-baru-renovasi-siap-huni-oleh-nizar-luthfi-18671184,10 - 20 M,15 - 25 Juta
Rumah turun harga cipete cilandak jakarta selatan,3,4,445,13000000000,32500000,"Cilandak cipete jakarta selatan, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-turun-harga-cipete-cilandak-jakarta-selatan-oleh-maria-chandra-18870901,10 - 20 M,30 Juta- Max
"Tebet Mas, lokasi OK  depan taman",3,4,225,13000000000,40372671,"Tebet Mas, Tebet Barat, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-tebet-mas-lokasi-ok-depan-taman-oleh-aris-kumoro-17034807,10 - 20 M,30 Juta- Max
Rumah Mewah  siap huni,4,3,900,13000000000,20312500,"margasatwa raya, Ragunan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-siap-huni-oleh-armando-16901363,10 - 20 M,15 - 25 Juta
Kemang Selatan 2 Lantai + Basement Jalan Lebar & Bebas Banjir,4,4,450,13000000000,30952381,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-selatan-2-lantai-basement-jalan-lebar-bebas-banjir-oleh-nizar-luthfi-18376837,10 - 20 M,30 Juta- Max
Rumah,4,4,600,13000000000,32258065,"Tebet barat, Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-oleh-ismail-salim-18740750,10 - 20 M,30 Juta- Max
Kebayoran baru Rumah Asri dekat Panglima Polim bebas banjir,4,5,419,13000000000,34482759,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kebayoran-baru-rumah-asri-dekat-panglima-polim-bebas-banjir-oleh-nizar-luthfi-18669493,10 - 20 M,30 Juta- Max
Tebet mas,4,4,350,13000000000,40372671,"Jl. Tebet Mas indah, Tebet Mas, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-tebet-mas-oleh-aris-kumoro-18653946,10 - 20 M,30 Juta- Max
"Jl. Kenanga Terusan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",4,4,450,13000000000,41139241,"Jalan Kenanga Terusan, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jl-kenanga-terusan-kota-jakarta-selatan-daerah-khusus-ibukota-jakarta-indonesia-oleh-abdullah-baraja-13339286,10 - 20 M,30 Juta- Max
Rumah Cantik Di Kebayoran Baru,4,4,345,13000000000,46594982,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-cantik-di-kebayoran-baru-oleh-dasep-18489278,10 - 20 M,30 Juta- Max
Best deal di jual rumah cantik di spoll niaga hijau pondok indah !,4,5,360,13000000000,52000000,"Pondok indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-best-deal-di-jual-rumah-cantik-di-spoll-niaga-hijau-pondok-indah-oleh-ahmad-sauqi-18841584,10 - 20 M,30 Juta- Max
Jalan saidi cipete,4,4,458,13000000000,62500000,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jalan-saidi-cipete-oleh-rifai-slamet-17802455,10 - 20 M,30 Juta- Max
Rumah Besar Fasilitas Privat Pool & 18 Pintu Kontrakan di Jagakarsa Jakarta Selatan,5,9,500,13000000000,7674144,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-besar-fasilitas-privat-pool-18-pintu-kontrakan-di-jagakarsa-jakarta-selatan-oleh-asrila-18864721,10 - 20 M,0 - 10 Juta
Rumah Mewah with private pool dan kost-kostsan 18 pintu,5,9,500,13000000000,7674144,"Jalan raya Moh. Kahfi 2 Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-with-private-pool-dan-kost-kostsan-18-pintu-oleh-yoni-topan-18062497,10 - 20 M,0 - 10 Juta
"DIJUAL CEPAT RUMAH MEWAH EKSKLUSIF, MEGAH DENGAN PRIVATE POOL",5,5,643,13000000000,21666667,"Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-mewah-eksklusif-megah-dengan-private-pool-oleh-achmad-fauzan-16877897,10 - 20 M,15 - 25 Juta
Ampera - Cilandak Hunian dgn Private Pool Lingkungan Tenang & Bebas Banjir,5,5,480,13000000000,25000000,"Ampera, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-ampera-cilandak-hunian-dgn-private-pool-lingkungan-tenang-bebas-banjir-oleh-nizar-luthfi-18801153,10 - 20 M,15 - 25 Juta
Rumah Megah Jatipadang Dekat Penvil,5,5,895,13000000000,25000000,"Jati Padang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-megah-jatipadang-dekat-penvil-oleh-dian-fitria-18083795,10 - 20 M,15 - 25 Juta
KEMANG RAYA TOWNHOUSE - Area Townhouse Mewah di Ring 1 Kemang,5,6,500,13000000000,32098765,"Kemang Raya Townhouse, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-raya-townhouse-area-townhouse-mewah-di-ring-1-kemang-oleh-abdurrahman-siddiq-18852903,10 - 20 M,30 Juta- Max
"Rumah Dalam Cluster di Lokasi Paling Prestisius di Kemang, Hanya Beberapa Meter Dari Kemang Raya",5,6,494,13000000000,32178218,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dalam-cluster-di-lokasi-paling-prestisius-di-kemang-hanya-beberapa-meter-dari-kemang-raya-oleh-helmi-riza-18854573,10 - 20 M,30 Juta- Max
